,input,output
424,"['лоб', ',', 'быстро', 'бегущий', 'назад', ',', 'нижний', 'челюсть', ',', 'развитой', 'за', 'счёт', 'череп', ',', 'выражать', 'непреклонный', 'воля', 'и', 'слабый', 'мысль', ',', 'большой', 'жестокость', ',', 'нежели', 'чувственность', '.']","[['низкий', ',', 'покатый', 'лоб', 'и', 'больший', 'челюсть', 'означать', 'волевой', 'характер', 'и', 'слабый', 'мыслительный', 'возможность', ',', 'большой', 'жестокость', ',', 'что', 'отзывчивость', '.'], ['он', 'покатый', 'лоб', 'и', 'мощный', 'нижний', 'челюсть', 'говорить', 'о', 'сильный', 'воля', 'и', 'нежелание', 'долго', 'над', 'что-нибудь', 'раздумывать', ',', 'о', 'склонность', 'к', 'жестокость', 'и', 'бесчувственность', '.'], ['строение', 'череп', 'говорить', 'о', 'жестокость', 'и', 'слабый', 'интеллект', '.'], ['низкий', 'лоб', ',', 'нижний', 'челюсть', ',', 'развитой', 'из-за', 'череп', ',', 'показывать', 'сильный', 'воля', 'и', 'слабый', 'ум', ',', 'большой', 'чёрствость', ',', 'что', 'эмоциональность', '.'], ['чело', ',', 'стремительно', 'бегающий', 'обратно', ',', 'исподний', 'протез', ',', 'сформированный', 'из-за', 'результат', 'череп', ',', 'высказывать', 'упрямый', 'свобода', 'также', 'низкий', 'идея', ',', 'более', 'безжалостность', ',', 'что', 'сладострастность', '.']]"
425,"['ловля', 'в', 'отвес', '—', 'ловля', 'рыба', 'с', 'лодка', 'или', 'в', 'зимний', 'время', 'со', 'лёд', 'с', 'использование', 'вертикальный', 'блеснение', 'или', 'на', 'мормышка', '.']","[['ловля', 'в', 'отвес', '—', 'ловля', 'с', 'лодка', 'или', 'со', 'лёд', 'с', 'использование', 'блеснение', 'или', 'на', 'мормышка', '.'], ['ловля', 'в', 'отвес', '-', 'ловля', 'рыба', 'с', 'лодка', 'или', 'зима', 'со', 'лёд', ',', 'для', 'это', 'использовать', 'блеснуть', 'или', 'специальный', 'крючок', '.'], ['ловля', 'в', 'отвес-', 'это', 'ловля', 'с', 'лодка', 'или', 'зима', 'со', 'лёд', 'с', 'блесна', 'или', 'на', 'мормышка', '.']]"
426,"['ложе', 'смочь', 'организовать', 'и', 'проводить', 'собрание', '—', 'в', 'нечеловеческий', ',', 'далёкий', 'от', 'нормальный', ',', 'условие', 'концентрационный', 'лагерь', '.']","[['в', 'жуткий', 'условие', 'концентрационный', 'лагерь', ',', 'ложе', 'всё', 'проводить', 'собрание', 'и', 'обсуждение'], ['ложе', 'проводить', 'собрание', 'в', 'условие', 'концентрационный', 'лагерь', '.'], ['ложе', 'помогать', 'человек', ',', 'страдающий', 'в', 'плена', '.']]"
427,"['луиза-наполеон', 'пеполь', '(', '1853', '—', '1929', ')', ',', 'в', '1872', 'год', 'выйти', 'замуж', 'за', 'граф', 'доменикино', 'гварини-маттеуччи-ди-кастельфранко', '(', '1848', '—1905', ')', '.']","[['пеполь', 'в', '1872', 'год', 'стать', 'жена', 'граф', '.']]"
428,"['лукашенко', 'являться', 'неоднократный', 'победитель', 'соревнование', 'по', 'лыжный', 'гонка', ',', 'побеждать', 'как', 'в', 'индивидуальный', 'гонка', ',', 'так', 'и', 'в', 'эстафета', '.']","[['лукашенко', '-', 'многократный', 'победитель', 'в', 'индивидуальный', 'и', 'эстафетный', 'лыжный', 'гонка', '.'], ['лукашенко', 'часто', 'побеждать', 'индивидуальный', 'лыжный', 'гонка', 'и', 'в', 'эстафета', '.'], ['лукашенко', '-', 'победитель', 'соревнование', 'в', 'индивидуальный', 'лыжный', 'гонка', ',', 'в', 'эстафета', '.']]"
429,"['любой', 'глобальный', 'объект', '(', 'переменный', ',', 'тип', ',', 'интерфейс', ',', 'функция', ',', 'метод', ',', 'элемент', 'структура', 'и', 'интерфейс', ')', 'доступный', 'без', 'ограничение', 'в', 'пакет', ',', 'в', 'который', 'он', 'объявленный', '.']","[['к', 'всякий', 'глобальный', 'объект', 'быть', 'свободный', 'доступ', 'без', 'ограничение', 'в', 'пакет'], ['глобальный', 'объект', 'доступный', 'в', 'пакет', 'без', 'ограничение', '.'], ['любой', 'объект', 'достыпный', 'там', ',', 'где', 'он', 'быть', 'объявленный', 'в', 'программирование']]"
430,"['максимум', 'осадок', 'приходиться', 'на', 'зимний', 'период', 'время', 'год', '—', 'преимущественно', 'в', 'вид', 'дождь', ',', 'редкий', '—', 'снег', '.']","[['на', 'зима', 'приходиться', 'максимум', 'осадок', '.'], ['зима', 'осадок', 'большой', ',', 'что', 'лето', '.']]"
431,"['маршал', 'макдональд', 'подступить', 'к', 'укрепление', 'рига', ',', 'однако', ',', 'не', 'иметь', 'осадный', 'артиллерия', ',', 'остановиться', 'на', 'дальний', 'подступ', 'к', 'город', '.']","[['маршал', 'макдональд', 'не', 'смочь', 'близко', 'подойти', 'к', 'рига', '.']]"
432,"['массовый', 'распространение', 'получить', 'практика', 'жилищный', 'кооператив', 'на', 'льготный', 'финансовый', 'условие', ',', 'с', 'рассрочка', 'выплата', 'платёж', 'за', 'квартира', 'на', 'пять', 'год', '.']","[['рассрочка', 'платёж', 'за', 'квартира', 'на', 'пять', 'год', 'стать', 'популярный', '.'], ['практика', 'жилищный', 'кооператив', 'на', 'льготный', 'финансовый', 'условие', ',', 'представлять', 'себя', 'рассрочка', 'выплата', 'платёж', 'за', 'квартира', 'на', 'пять', 'год', ',', 'и', 'получить', 'массовый', 'распространение', '.']]"
433,"['мастурбация', 'помогать', 'справиться', 'с', 'головной', 'боль', ',', 'уменьшить', 'стресс', ',', 'нормализовать', 'сон', ',', 'в', 'итог', 'улучшать', 'работа', 'иммунный', 'система', '.']","[['мастурбация', 'облегчать', 'головной', 'боль', ',', 'сглаживать', 'стресс', ',', 'нормализовать', 'сон', ',', 'в', 'результат', 'положительно', 'влиять', 'на', 'иммунитет', '.'], ['мастурбация', 'помогать', 'уменьшить', 'стресс', ',', 'головной', 'боль', ',', 'улучшить', 'сон', 'и', 'работа', 'иммунный', 'система', '.'], ['самоудовлетворение', 'помогать', 'от', 'головной', 'боль', ',', 'укреплять', 'здоровье', ',', 'помогать', 'справиться', 'с', 'тягота', 'жизнь', ',', 'да', 'и', 'спаться', 'потом', 'хороший', '.'], ['мастурбация', 'снимать', 'стресс', ',', 'головной', 'боль', ',', 'и', 'улучшать', 'сон', '.'], ['мастурбация', 'избавлять', 'от', 'головной', 'боль', ',', 'снимать', 'стресс', ',', 'устранять', 'бессонница', ',', 'повышать', 'иммунитет', '.']]"
434,"['медведев', 'охарактеризовать', 'действие', 'грузинский', 'армия', 'в', 'зона', 'грузино-югоосетинский', 'конфликт', 'как', 'геноцид', 'и', 'этнический', 'чистка', '.']","[['медведев', 'обрисовать', 'воздействие', 'лавровый', 'войско', 'в', 'область', 'грузино-югоосетинский', 'инцидент', 'равно', 'как', 'деградация', 'а', 'также', 'народный', 'очистка', '.'], ['медведев', 'оценить', 'действие', 'грузинский', 'армия', 'в', 'зона', 'грузино-югоосетинский', 'конфликт', 'как', 'массовый', 'насилие', 'с', 'цель', 'уничтожить', 'человек', 'другой', 'национальность', '.'], ['медведев', 'назвать', 'шаг', 'грузинский', 'армия', 'в', 'область', 'грузино-югоосетинский', 'вражда', 'как', 'истребление', 'население', 'и', 'этнический', 'убийство', '.'], ['медведев', 'сказать', ',', 'что', 'действие', 'грузинский', 'армия', 'по', 'отношение', 'к', 'южный', 'осетия', '-', 'это', 'геноцид', '.'], ['по', 'мнение', 'медведев', ',', 'грузинский', 'армия', 'в', 'военный', 'конфликт', 'совершать', 'массовый', 'насилие', 'с', 'цель', 'уничтожение', 'народ', 'южный', 'осетия', '.']]"
435,"['медицинский', 'статистик', 'ф', '.', 'принцинга', 'отмечать', ',', 'что', 'в', 'германий', 'в', 'время', 'война', 'от', 'чум', 'погибнуть', 'большой', 'человек', ',', 'что', 'в', 'сражение', '.']","[['по', 'мнение', 'медик', 'ф', '.', 'принцинга', 'от', 'чум', 'в', 'время', 'война', 'умереть', 'большой', 'человек', 'что', 'от', 'пуля'], ['медицинский', 'статистик', 'ф', '.', 'принцинга', 'отмечать', ',', 'что', 'в', 'германий', 'в', 'время', 'война', 'большой', 'всего', 'человек', 'умереть', 'от', 'чум', '.'], ['ф', '.', 'принцинга', ':', 'по', 'статистика', 'чума', 'в', 'война', 'унести', 'большой', 'жизнь', 'в', 'германий', ',', 'что', 'сражение', '.'], ['в', 'германий', 'от', 'чум', 'человек', 'умереть', 'большой', ',', 'что', 'в', 'сражение', ',', 'отметить', 'медицинский', 'статистик', 'ф', '.', 'принцинга', '.'], ['о', 'чум', 'смертность', 'высоко', 'что', 'на', 'фронт', 'военный', '.']]"
436,"['маленький', ',', 'что', 'через', 'месяц', 'в', 'сеть', 'появиться', 'информация', 'о', 'сеттинг', 'и', 'герой', 'проект', 'comet', '.']","[['через', 'месяц', 'в', 'интернет', 'можно', 'быть', 'прочитать', 'о', 'том', ',', 'кто', 'быть', 'герой', 'и', 'где', 'быть', 'происходить', 'действие', 'проект', 'comet', '.'], ['информация', 'о', 'герой', 'проект', 'comet', 'появиться', 'быстро', '.'], ['в', 'сеть', 'появиться', 'информация', 'о', 'сеттинг', 'и', 'герой', 'проект', 'comet', '.'], ['совсем', 'скоро', 'появиться', 'информация', 'о', 'сеттинг', 'и', 'о', 'герой', 'comet'], ['в', 'течение', 'месяц', 'в', 'интернет', 'быть', 'информация', 'о', 'проект', 'comet']]"
437,"['меркель', 'поздравить', 'макрон', 'с', 'победа', 'на', 'выбор', 'президент', 'франций', 'и', 'пожелать', 'успех', 'на', 'парламентский', 'выбор', '.']","[['меркель', 'поздравить', 'президент', 'франций', 'макрон', 'с', 'победа', 'и', 'пожелать', 'успех', 'в', 'дальнейший', '.'], ['макрон', 'получить', 'поздравление', 'от', 'меркель', 'в', 'связь', 'с', 'президентство', '.'], ['меркель', 'поздравить', 'макрон', 'с', 'тот', ',', 'что', 'он', 'стать', 'президент', 'франций', ',', 'и', 'пожелать', ',', 'чтобы', 'он', 'партия', 'выиграть', 'на', 'выбор', 'в', 'парламент', '.']]"
438,"['место', 'сохраниться', 'стальной', 'кольцо', ',', 'вделанный', 'в', 'гранить', ',', 'для', 'привязывание', 'суд', ',', 'но', 'в', 'настоящий', 'время', 'находящийся', 'в', 'сотня', 'метр', 'от', 'побережье', '.']","[['кое-где', 'быть', 'стальной', 'кольцо', ',', 'закреплённый', 'в', 'гранить', ',', 'для', 'привязывание', 'корабль', ',', 'но', 'сейчас', 'находящийся', 'далеко', 'от', 'побережье', '.'], ['за', 'прошедший', 'столетие', 'произойти', 'подъём', 'вода', 'в', 'залив', ',', 'и', 'кольцо', ',', 'к', 'который', 'ранний', 'привязывать', 'корабль', ',', 'оказаться', 'далеко', 'от', 'побережье', '.'], ['ещё', 'сохраниться', 'стальной', 'кольцо', ',', 'выделенный', 'в', 'гранить', ',', 'к', 'который', 'привязывать', 'суд', '.', 'теперь', 'он', 'находиться', 'далеко', 'от', 'берег'], ['кое-где', 'ещё', 'остаться', 'стальной', 'кольцо', 'в', 'гранить', ',', 'он', 'быть', 'нужный', 'для', 'привязывание', 'суд', ',', 'но', 'сейчас', 'находиться', 'далеко', 'от', 'берег', '.'], ['место', 'сохраниться', 'стальной', 'кольцо', ',', 'вделанный', 'в', 'гранить', ',', 'для', 'привязывание', 'суд', ',', 'но', 'в', 'настоящий', 'время', 'находящийся', 'в', 'сотня', 'метр', 'от', 'побережье', '.']]"
439,"['мидсоммар', ',', 'или', 'праздник', 'летний', 'солнцестояние', 'приходиться', 'на', 'конец', 'июнь', 'и', 'праздноваться', 'в', 'близкий', 'к', 'день', 'летний', 'солнцестояние', 'суббота', '.']","[['летний', 'солнцестояние', 'праздновать', 'в', 'конец', 'июнь', ',', 'в', 'близкий', 'к', 'это', 'день', 'суббота', '.'], ['праздник', 'мидсоммар', 'праздновать', 'в', 'суббота', 'в', 'конец', 'июнь', '.', 'этот', 'суббота', 'должный', 'быть', 'близкий', 'всего', 'к', 'сам', 'длинный', 'летний', 'день', '.'], ['в', 'конец', 'июнь', 'отмечаться', 'мидсоммар', '.', 'он', 'праздновать', 'в', 'суббота', ',', 'который', 'стоить', 'близкий', 'всего', 'к', 'день', 'летний', 'солнцестояние', '.']]"
440,"['милиция', ',', 'состоящий', 'из', 'безоружный', 'сотрудник', ',', 'попытаться', 'оттеснить', 'митингующий', 'с', 'территория', 'завод', ',', 'но', 'быть', 'смятый', 'толпа', ',', 'а', 'трое', 'миллиционёр', 'быть', 'избитый', '.']","[['безоружный', 'сотрудник', 'милиция', 'попытаться', 'оттеснить', 'митингующий', 'с', 'территория', 'завод', ',', 'но', 'он', 'смять', 'толпа', '.']]"
441,"['минимальный', 'значение', 'солнечный', 'сияние', 'выпадать', 'на', 'период', 'с', 'ноябрь', 'по', 'январь', ',', 'максимальный', '—', 'на', 'июнь', 'и', 'июль', '.']","[['минимум', 'солнечный', 'сияние', 'в', 'период', 'с', 'ноябрь', 'по', 'январь', ',', 'максимум', '—', 'на', 'июнь', 'и', 'июль', '.'], ['маленький', 'всего', 'солнечный', 'сияние', 'происходить', 'за', 'период', 'с', 'ноябрь', 'по', 'январь', ',', 'большой', 'всего', '—', 'в', 'июнь', 'и', 'июль', '.'], ['самый', 'слабый', 'солнечный', 'сияние', 'бывать', 'с', 'ноябрь', 'по', 'январь', ',', 'а', 'самый', 'сильный', '-', 'в', 'июнь', 'и', 'июль', '.'], ['минимальный', 'значение', 'солнечный', 'сияние', 'происходить', 'с', 'ноябрь', 'по', 'январь', ',', 'максимальный', '-', 'с', 'июнь', 'по', 'июль', '.'], ['солнечный', 'сияние', 'маленький', 'всего', 'с', 'ноябрь', 'по', 'январь', '.', 'максимально', 'яркий', 'светить', 'солнце', 'в', 'июнь', 'и', 'в', 'июль', '.']]"
442,"['министерство', 'внутренний', 'дело', 'являться', 'реформированный', 'ведомство', 'в', 'система', 'правоохранительный', 'орган', ',', 'существующий', 'с', 'советский', 'период', '.']","[['министерство', 'внутренний', 'дело', 'входить', 'в', 'система', 'внутренний', 'дело', 'и', 'существовать', 'с', 'советский', 'период', '.'], ['министерство', 'внутренний', 'дело', '(', 'мвд', ')', '—', 'это', 'реформированный', 'ведомство', 'в', 'система', 'правоохранительный', 'орган', '.']]"
443,"['министерство', 'оборона', 'российский', 'федерация', '(', 'министерство', 'оборона', ',', 'минобороны', ')', 'являться', 'орган', 'управление', 'вооружённый', 'сила', 'российский', 'федерация', '.']","[['минобороны-', 'это', 'орган', 'управление', 'вооружённый', 'сила', 'россия', '.'], ['минобороны', 'россия', 'являться', 'орган', 'управление', 'вооружённый', 'сила', 'страна', '.'], ['министерство', 'оборона', 'российский', 'федерация', 'управлять', 'вооружённый', 'сила', 'рф', '.'], ['минобороны', 'управлять', 'армия', 'россия', '.'], ['министерство', 'оборона', 'россия', '(', 'министерство', 'оборона', ',', 'минобороны', ')', 'быть', 'орган', 'руководство', 'вооружённый', 'сила', 'россия', '.']]"
444,"['мировой', 'финансовый', 'кризис', ',', 'вызванный', 'первый', 'мировой', 'война', ',', 'тяжёлый', 'экономический', 'положение', 'и', 'глубокий', 'политический', 'кризис', 'в', 'страна', ',', 'перебой', 'в', 'снабжение', 'продовольствие', ',', 'высокий', 'уровень', 'социальный', 'и', 'правовой', 'неравенство', 'между', 'высокий', 'и', 'низкий', 'сословие', ',', 'зачаточный', 'состояние', 'система', 'социальный', 'поддержка', 'низкий', 'слой', 'население', 'и', 'в', 'связь', 'с', 'это', 'широкий', 'развитие', 'радикальный', 'политический', 'движение', ';', 'усталость', 'население', 'от', 'война', ',', 'падение', 'общественный', 'доверие', 'к', 'императорский', 'власть', ',', 'массовый', 'забастовочный', 'движение', 'привести', 'в', '1917', 'год', 'к', 'падение', 'монархия', '.']","[['к', 'падение', 'монархия', '1917', 'год', 'привести', ':', 'мировой', 'финансовый', 'кризис', ',', 'тяжёлый', 'экономический', 'положение', 'и', 'глубокий', 'политический', 'кризис', ',', 'перебой', 'в', 'снабжение', 'продовольствие', ',', 'социальный', 'и', 'правовой', 'неравенство', ',', 'плохой', 'социальный', 'поддержка', ',', 'широкий', 'развитие', 'радикальный', 'политический', 'движение', 'усталость', 'от', 'война', ',', 'падение', 'доверие', 'к', 'власть', ',', 'массовый', 'забастовка', '.'], ['правление', 'царь', 'закончиться', 'в', '1917', 'год', 'из-за', 'тяжёлый', 'обстановка', 'в', 'страна', 'и', 'мир', '.'], ['усталость', 'население', 'от', '1', 'мировой', 'война', ',', 'мировой', 'экономический', 'кризис', ',', 'отсутствие', 'социальный', 'поддержка', 'бедный', 'и', 'множетс', 'дрйгий', 'причина', 'ривести', 'в', '1917', 'год', 'к', 'падение', 'монархия', '.'], ['в', '1917', 'год', 'монархия', 'пасть', 'вследствие', 'многий', 'причина', '.', 'это', 'тяжёлый', 'положение', 'в', 'экономика', ',', 'финансовый', 'и', 'политический', 'кризис', ',', 'плохой', 'социальный', 'поддержка', 'беднота', 'и', 'снижение', 'доверие', 'к', 'власть', '.'], ['посол', 'первый', 'мировой', 'война', 'быть', 'мировой', 'финансовый', 'кризис', '.', 'из-за', 'многий', 'экономический', 'и', 'социальный', 'проблема', 'в', 'страна', 'произойти', 'забастовка', '.', 'потом', 'монархия', 'пасть', '.']]"
445,"['многий', 'вид', 'борьба', 'традиционно', 'считаться', 'национальный', 'вид', 'спорт', ',', 'однако', 'в', 'настоящий', 'время', 'самый', 'популярный', 'вид', 'спорт', 'являться', 'футбол', 'и', 'борьба', '.']","[['самый', 'популярный', 'вид', 'спорт', 'это', 'футбол', 'и', 'борьба', 'и', 'он', 'национальный', 'для', 'многий', '.'], ['национальный', 'вид', 'спорт', '-', 'борьба', ',', 'а', 'популярный', '-', 'футбол', 'и', 'борьба'], ['футбол', 'и', 'борьба', '-', 'сама', 'популярный', 'вид', 'спорт', '.']]"
446,"['многий', 'вид', 'подразделяться', 'на', 'так', 'называемый', 'штамм', '—', 'морфологический', 'или', 'генетический', 'вариант', '(', 'подтип', ')', 'бактерия', 'в', 'предел', 'один', 'вид', '.']","[['штамм', ',', 'в', 'предел', 'один', 'вид', 'бактерия', ',', 'бывать', 'морфологический', 'и', 'ггенетический', '.'], ['многий', 'вид', 'бактерия', 'делиться', 'на', 'вариант', '.'], ['штамм', '-', 'это', 'группа', 'бактерия', ',', 'схожий', 'между', 'себя', 'по', 'морфологический', 'или', 'генетический', 'признак', '.'], ['бактерия', 'подразделяться', 'на', 'штамм', ',', 'а', 'также', 'подтип', 'в', 'предел', 'один', 'вид', '.'], ['бактерия', 'бывать', 'разный', 'вид', '.', 'много', 'вид', 'бактерия', 'делиться', 'на', 'подвид', ',', 'этот', 'подвид', 'называть', 'штамм', '.']]"
447,"['многий', 'думать', ',', 'что', 'маршалл', 'просто', 'не', 'выпустить', 'альбом', ',', 'а', 'оказаться', ',', 'что', 'эминем', 'изменить', 'название', 'альбом', 'на', 'recovery', '.']","[['маршал', 'просто', 'изменить', 'название', 'альбом'], ['эминем', 'изменить', 'название', 'альбом', 'маршалл', 'на', 'recovery', '.'], ['эминем', 'сменить', 'название', 'альбом', 'на', 'recovery', '.'], ['многий', 'думать', ',', 'что', 'маршалл', 'просто', 'не', 'выпустить', 'альбом', ',', 'а', 'оказаться', ',', 'что', 'эминем', 'изменить', 'название', 'альбом', 'на', 'recovery', '.'], ['маршалл', 'не', 'издавать', 'альбом', ',', 'но', 'эминем', 'поменять', 'название']]"
448,"['многий', 'протестант', 'занять', 'высокий', 'пост', 'в', 'государственный', 'управление', ',', 'в', 'армия', ',', 'академия', 'наука', 'и', 'впоследствии', 'стать', 'часть', 'высокий', 'российский', 'знать', '.']","[['приверженец', 'один', 'из', 'направление', 'христианство', 'занимать', 'высокий', 'должность', 'в', 'государство', ',', 'армия', ',', 'научный', 'общество', '.', 'потом', 'войти', 'в', 'российский', 'знать', '.'], ['в', 'высокий', 'сословие', 'россия', 'войти', 'протестант', ',', 'который', 'занять', 'высокий', 'пост', 'в', 'военный', ',', 'научный', 'сфера', 'и', 'в', 'сфера', 'управление', 'государство', '.'], ['протестант', 'занять', 'высокий', 'чиновничий', 'пост', 'в', 'россия', '.'], ['многий', 'протестант', 'стать', 'глава', 'в', 'государство', ',', 'в', 'армия', ',', 'в', 'наука', ',', 'в', 'знать'], ['независимый', 'от', 'христианский', 'религия', 'человек', 'впоследствии', 'занять', 'немало', 'руководящий', 'должность', 'в', 'разный', 'область', 'и', 'стать', 'считаться', 'часть', 'высокий', 'российский', 'знать', '.']]"
449,"['многий', 'область', 'потребоваться', 'большой', 'век', ',', 'чтобы', 'восстановиться', 'от', 'последствие', 'вызванный', 'война', 'экономический', 'и', 'социальный', 'упадок', '.']","[['чтобы', 'восстановиться', 'посол', 'война', 'потребоваться', 'большой', 'век', '.'], ['многий', 'регион', 'понадобиться', 'большой', 'век', 'посол', 'война', ',', 'чтобы', 'отойти', 'от', 'упадок', 'в', 'экономика', 'и', 'общество', '.'], ['многий', 'область', 'потребоваться', 'столетие', 'и', 'большой', ',', 'чтобы', 'восстановиться', 'от', 'последствие', 'война', '.'], ['многий', 'область', 'посол', 'война', 'восстанавливаться', 'большой', 'сто', 'год', '.'], ['восстановление', 'от', 'последствие', 'война', 'и', 'экономический', 'упадок', 'длиться', 'большой', 'сто', 'год', '.']]"
450,"['многолетний', 'научный', 'дискуссия', 'между', 'сторонник', 'распределительный', 'и', 'воспроизводственный', 'концепция', 'по', 'существо', 'сводиться', 'к', 'тот', ',', 'в', 'какой', 'мера', 'следовать', 'включать', 'финансы', 'советский', 'предприятие', 'и', 'отрасль', 'народный', 'хозяйство', 'в', 'состав', 'общественный', 'финансы', '.']","[['учёный', 'спорить', 'между', 'распределительный', 'и', 'воспроизводственный', 'функция', '.'], ['многолетний', 'научный', 'спора', 'между', 'сторонник', 'распределительный', 'и', 'воспроизводственный', 'концепция', 'быть', 'на', 'один', 'тема', ',', 'как', 'включать', 'финансы', 'советский', 'предприятие', 'и', 'отрасль', 'народный', 'хозяйство', 'в', 'состав', 'общественный', 'финансы', '.'], ['спор', 'состоять', 'в', 'том', ',', 'на', 'сколько', 'включать', 'финансы', 'советский', 'предприятие', 'и', 'отрасль', 'народный', 'хозяйство', 'в', 'состав', 'общественный', 'финансы', '.']]"
451,"['множество', 'византийский', 'император', ',', 'полководец', ',', 'патриарх', ',', 'представитель', 'купечество', ',', 'чиновничество', 'и', 'деятель', 'культура', 'быть', 'этнический', 'армянин', '.']","[['армянин', 'быть', 'многие', 'византийский', 'император', ',', 'полководец', ',', 'деятель', 'культура', 'и', 'так', 'далее', '.'], ['множество', 'представитель', 'византийский', 'знать', 'быть', 'этнический', 'армянин', '.'], ['армянин', 'быть', 'многие', 'правитель', 'византия', ',', 'командующий', 'войско', ',', 'патриарх', ',', 'купец', ',', 'представитель', 'власть', 'и', 'искусство', '.'], ['большинство', 'византийский', 'император', ',', 'командующий', ',', 'патриарх', ',', 'купец', ',', 'чиновник', 'и', 'деятель', 'культура', 'быть', 'истинный', 'армянин', '.']]"
452,"['мочь', 'применяться', 'также', 'гемодиализ', ',', 'парнополяризационный', 'терапия', '(', 'правосторонний', 'и', 'левосторонний', ')', ',', 'терапия', 'переменный', 'магнитный', 'поле', 'низкий', 'частота', ',', 'микроволновый', 'резонансный', 'терапия', ',', 'латеральный', 'терапия', '.']","[['мочь', 'применяться', 'также', 'гемодиализ', 'и', 'другой', 'вид', 'терапия', '.'], ['переть', 'болезнь', 'мочь', 'применяться', 'различный', 'терапия', '.'], ['кроме', 'очищение', 'кровь', ',', 'мочь', 'применяться', 'различный', 'разновидность', 'лечение', '.'], ['мочь', 'применяться', 'также', 'гемодиализ', ',', 'парнополяризационный', 'терапия', '(', 'правосторонний', 'и', 'левосторонний', ')', ',', 'терапия', 'переменный', 'магнитный', 'поле', 'низкий', 'частота', ',', 'микроволновый', 'резонансный', 'терапия', ',', 'латеральный', 'терапия', '.'], ['мочь', 'применяться', 'различный', 'медицинский', 'терапия', '.']]"
453,"['мозг', 'у', 'детей-аутист', 'в', 'средний', 'весить', 'большой', 'обычный', 'и', 'занимать', 'больший', 'объём', ',', 'также', 'повышенный', 'длина', 'окружность', 'голова', '.']","[['мозг', 'у', 'детей-аутист', 'иметь', 'больший', 'вес', 'и', 'объём', ',', 'длина', 'окружность', 'голова', 'повышенный', '.'], ['у', 'ребёнок', '-аутист', 'более', 'большой', 'и', 'тяжёлый', 'мозг', ',', 'размер', 'голова', 'тоже', 'большой', '.'], ['дети-аутист', 'иметь', 'увеличенный', 'объём', 'мозг', 'и', 'больший', 'окружность', 'голова', '.'], ['мозг', 'у', 'детей-аутист', 'иметь', 'больший', 'вес', 'и', 'объём', '.']]"
454,"['монтаньяр', 'требовать', 'осуждение', 'и', 'казнь', 'король', 'как', 'следующий', 'шаг', 'на', 'путь', 'к', 'укрепление', 'республика', ',', 'жирондист', 'занять', 'позиция', 'выжидание', 'и', 'затягивание', '.']","[['монтаньяр', 'требовать', 'осудить', 'и', 'казнить', 'король', ',', 'чтобы', 'укрепить', 'республика', ',', 'а', 'жирондист', 'затягивать', 'и', 'выжидать', 'время']]"
455,"['москва', 'расположенный', 'на', 'река', 'москва', ',', 'по', 'городской', 'территория', 'протекать', 'и', 'более', 'мелкий', 'река', ',', 'поэтому', 'город', 'располагать', 'больший', 'количество', 'мост', '.']","[['в', 'москва', 'много', 'мост', ',', 'потому', 'что', 'он', 'построенный', 'на', 'река', ',', 'а', 'ещё', 'по', 'весь', 'город', 'протекать', 'много', 'мелкий', 'речка']]"
456,"['москва', '—', 'крупный', 'город', 'россия', 'по', 'количество', 'житель', 'и', 'самый', 'населённый', 'из', 'город', ',', 'полностью', 'находящийся', 'в', 'европа', '.']","[['москва', '--', 'самый', 'крупный', 'город', 'в', 'россия', '.', 'в', 'он', 'самый', 'большой', 'население', '.'], ['наш', 'толицо', 'являться', 'мегаполис', 'по', 'сравнение', 'с', 'другой', 'город', '.'], ['москва', 'самый', 'крупный', 'город', 'россия', 'и', 'в', 'европа', '.'], ['москва', 'являться', 'самый', 'крупный', 'мегаполис', 'россия', 'по', 'число', 'житель', 'и', 'самый', 'населённый', 'город', 'европа', '.'], ['самый', 'крупный', 'город', 'в', 'россия', 'по', 'количество', 'житель', ',', 'который', 'находиться', 'в', 'европейский', 'часть', '-', 'это', 'москва', '.']]"
457,"['мятежник', '(', 'первый', 'столичный', 'команда', ')', 'поджигать', 'автобус', ',', 'атаковать', 'банка', 'и', 'полицейский', 'участок', ',', 'устраивать', 'перестрелка', 'на', 'станция', 'метро', '.']","[['протестующий', 'устраивать', 'беспорядок', 'на', 'улица', 'и', 'в', 'метро', '.'], ['участник', 'протест', 'устраивать', 'беспорядок', 'на', 'улица', '.'], ['мятежник', 'нарушать', 'мирный', 'порядок', '.'], ['первый', 'столичный', 'команда', 'нападать', 'на', 'банка', 'и', 'полицейский', 'участок', ',', 'устраивать', 'перестрелка', 'в', 'метро', '.'], ['член', 'первый', 'столичный', 'команда', 'поджигать', 'автомобиль', ',', 'нападать', 'на', 'банка', 'и', 'полиция', ',', 'затевать', 'перестрелка', 'в', 'метро', '.']]"
